pmid,pmc_id,doi,title,first_author,authors,author_count,journal,publication_date,primary_type,all_publication_types,is_review,is_meta_analysis,is_guideline,is_systematic_review,has_fulltext,volume,issue,pages,appeared_in_iterations,num_iterations,is_duplicate
30987916,PMC6754303,10.1016/j.ymgme.2019.03.002,Pathogenesis and clinical features of the acute hepatic porphyrias (AHPs).,Bonkovsky HL,Bonkovsky HL; Dixon N; Rudnick S,3,Molecular genetics and metabolism,,Review,"Journal Article, Review",True,False,False,False,True,128,3,213-218,"iteration_2_and_3_combined, iteration_2_and_3_combined",2,True
30993545,PMC6910891,10.1007/s10393-019-01409-3,Distribution and Ecological Drivers of Spotted Fever Group Rickettsia in Asia.,Satjanadumrong J,Satjanadumrong J; Robinson MT; Hughes T; Blacksell SD,4,EcoHealth,,Review,"Journal Article, Review",True,False,False,False,True,16,4,611-626,iteration_2_and_3_combined,1,False
30994733,PMC6472937,10.1590/1414-431X20198595,Sepsis: evolving concepts and challenges.,Salomão R,Salomão R; Ferreira BL; Salomão MC; Santos SS; Azevedo LCP ... (6 total),6,Brazilian journal of medical and biological research = Revista brasileira de pesquisas medicas e biologica,,Review,"Journal Article, Review",True,False,False,False,True,52,4,e8595,iteration_2_and_3_combined,1,False
31002716,PMC6474617,10.1371/journal.pone.0215647,Epidemiology of tuberculous lymphadenitis in Africa: A systematic review and meta-analysis.,Mekonnen D,Mekonnen D; Derbie A; Abeje A; Shumet A; Nibret E ... (11 total),11,PloS one,,Meta-Analysis,"Journal Article, Meta-Analysis",False,True,False,False,True,14,4,e0215647,iteration_2_and_3_combined,1,False
31006350,PMC6830995,10.1080/01652176.2019.1580827,"Nipah virus: epidemiology, pathology, immunobiology and advances in diagnosis, vaccine designing and control strategies - a comprehensive review.",Singh RK,Singh RK; Dhama K; Chakraborty S; Tiwari R; Natesan S ... (14 total),14,The veterinary quarterly,,Review,"Journal Article, Review",True,False,False,False,True,39,1,26-55,"iteration_2_and_3_combined, iteration_2_and_3_combined, iteration_2_and_3_combined",3,True
31008968,PMC6494261,10.1097/MD.0000000000015263,Scrotal elephantiasis associated with follicular occlusion triad: A case report and literature review.,Liu JC,Liu JC; Liu XG; Xu C; Zhao HF; Jiang XZ,5,Medicine,,Review,"Journal Article, Review",True,False,False,False,True,98,16,e15263,iteration_1_disease,1,False
31019443,PMC6465723,10.1159/000494691,Delayed Breast Cellulitis following Surgery for Breast Cancer: A Literature Review.,Exarchos G,Exarchos G; Metaxa L; Constantinidou A; Kontos M,4,"Breast care (Basel, Switzerland)",,Journal Article,Journal Article,False,False,False,False,True,14,1,48-52,iteration_1_disease,1,False
31022232,PMC6504113,10.1371/journal.pntd.0007320,Central nervous system melioidosis: A systematic review of individual participant data of case reports and case series.,Wongwandee M,Wongwandee M; Linasmita P,2,PLoS neglected tropical diseases,,Journal Article,Journal Article,False,False,False,False,True,13,4,e0007320,iteration_2_and_3_combined,1,False
31028718,,10.1016/j.amjmed.2019.04.001,Is It Possible to Make a Correct Diagnosis of Lyme Disease on Symptoms Alone? Review of Key Issues and Public Health Implications.,Baker PJ,Baker PJ,1,The American journal of medicine,,Review,"Journal Article, Review",True,False,False,False,False,132,10,1148-1152,iteration_1_disease,1,False
31041119,PMC6488351,10.1055/s-0039-1687873,Babesiosis in Pregnancy: An Imitator of HELLP Syndrome.,Khangura RK,Khangura RK; Williams N; Cooper S; Prabulos AM,4,AJP reports,,Review,"Journal Article, Review",True,False,False,False,True,9,2,e147-e152,iteration_1_disease,1,False
31046974,PMC10461253,10.1016/j.gtc.2019.02.007,Laboratory Diagnosis and Monitoring of Viral Hepatitis.,Prasidthrathsint K,Prasidthrathsint K; Stapleton JT,2,Gastroenterology clinics of North America,,Review,"Journal Article, Review",True,False,False,False,True,48,2,259-279,"iteration_1_disease, iteration_2_and_3_combined",2,True
31054089,PMC6522626,10.1007/s40121-019-0245-2,"Neonatal Pertussis, an Under-Recognized Health Burden and Rationale for Maternal Immunization: A Systematic Review of South and South-East Asian Countries.",Agrawal A,Agrawal A; Singh S; Kolhapure S; Kandeil W; Pai R ... (6 total),6,Infectious diseases and therapy,,Review,"Journal Article, Review",True,False,False,False,True,8,2,139-153,iteration_1_disease,1,False
31054790,PMC7125557,10.1053/j.semdp.2019.04.006,"Emerging respiratory infections: The infectious disease pathology of SARS, MERS, pandemic influenza, and Legionella.",Bradley BT,Bradley BT; Bryan A,2,Seminars in diagnostic pathology,,Review,"Journal Article, Review",True,False,False,False,True,36,3,152-159,iteration_1_disease,1,False
31068040,PMC7140199,10.1177/0300060519845488,"Virus-induced pathogenesis, vaccine development, and diagnosis of novel H7N9 avian influenza A virus in humans: a systemic literature review.",Wang WH,Wang WH; Erazo EM; Ishcol MRC; Lin CY; Assavalapsakul W ... (7 total),7,The Journal of international medical research,,Journal Article,Journal Article,False,False,False,False,True,48,1,300060519845488,iteration_1_disease,1,False
31072653,PMC7125857,10.1053/j.semdp.2019.04.014,Evaluation of the sick returned traveler.,Wu HM,Wu HM,1,Seminars in diagnostic pathology,,Review,"Journal Article, Review",True,False,False,False,True,36,3,197-202,"iteration_2_and_3_combined, iteration_2_and_3_combined",2,True
31080602,PMC6498801,10.1177/2050640618817698,Clinical management of chronic mesenteric ischemia.,van Dijk LJ,van Dijk LJ; van Noord D; de Vries AC; Kolkman JJ; Geelkerken RH ... (8 total),8,United European gastroenterology journal,,Review,"Journal Article, Review",True,False,False,False,True,7,2,179-188,"iteration_2_and_3_combined, iteration_2_and_3_combined",2,True
31084597,PMC6751351,10.2174/1872213X13666190514105054,Travelers' Diarrhea: A Clinical Review.,Leung AKC,Leung AKC; Leung AAM; Wong AHC; Hon KL,4,Recent patents on inflammation & allergy drug discovery,,Review,"Journal Article, Review",True,False,False,False,True,13,1,38-48,iteration_2_and_3_combined,1,False
31097370,,10.1016/j.medmal.2019.04.381,"Lyme borreliosis and other tick-borne diseases. Guidelines from the French Scientific Societies (I): prevention, epidemiology, diagnosis.",Figoni J,Figoni J; Chirouze C; Hansmann Y; Lemogne C; Hentgen V ... (37 total),37,Medecine et maladies infectieuses,,Practice Guideline,"Journal Article, Practice Guideline, Review",True,False,True,False,False,49,5,318-334,"iteration_1_disease, iteration_1_disease",2,True
31102782,,10.1016/j.cmi.2019.04.031,Intensive care management of influenza-associated pulmonary aspergillosis.,Koehler P,Koehler P; Bassetti M; Kochanek M; Shimabukuro-Vornhagen A; Cornely OA,5,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,,Review,"Journal Article, Review",True,False,False,False,False,25,12,1501-1509,iteration_1_disease,1,False
31107250,,10.1097/QCO.0000000000000559,Molecular diagnosis of Pneumocystis pneumonia in immunocompromised patients.,Guegan H,Guegan H; Robert-Gangneux F,2,Current opinion in infectious diseases,,Review,"Journal Article, Review",True,False,False,False,False,32,4,314-321,iteration_1_disease,1,False
31124432,PMC11026080,10.1128/microbiolspec.GPP3-0015-2018,Enterotoxic Clostridia: Clostridioides difficile Infections.,Mileto S,Mileto S; Das A; Lyras D,3,Microbiology spectrum,,Review,"Journal Article, Review",True,False,False,False,False,7,3,,iteration_2_and_3_combined,1,False
31137002,PMC6550361,,CROI 2019: highlights of viral hepatitis.,Luetkemeyer AF,Luetkemeyer AF; Wyles DL,2,Topics in antiviral medicine,,Review,"Journal Article, Review",True,False,False,False,True,27,1,41-49,iteration_1_disease,1,False
31158326,PMC6822215,10.1177/1941738119849105,Epidemiology of Injuries in Ice Hockey.,Anderson GR,Anderson GR; Melugin HP; Stuart MJ,3,Sports health,,Review,"Journal Article, Review",True,False,False,False,False,11,6,514-519,iteration_2_and_3_combined,1,False
31158508,,10.1016/j.micinf.2019.04.005,Zika virus infection: an update.,Ferraris P,Ferraris P; Yssel H; Missé D,3,Microbes and infection,,Review,"Journal Article, Review",True,False,False,False,False,21,8-9,353-360,iteration_2_and_3_combined,1,False
31158517,,10.1016/j.cmi.2019.05.019,ESCMID-ECMM guideline: diagnosis and management of invasive aspergillosis in neonates and children.,Warris A,Warris A; Lehrnbecher T; Roilides E; Castagnola E; Brüggemann RJM ... (6 total),6,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,,Practice Guideline,"Journal Article, Practice Guideline",False,False,True,False,False,25,9,1096-1113,iteration_2_and_3_combined,1,False
31160051,,10.1016/j.nefro.2019.02.011,The idiopathic hypercalciuria reviewed. Metabolic abnormality or disease?,García Nieto VM,García Nieto VM; Luis Yanes MI; Tejera Carreño P; Perez Suarez G; Moraleda Mesa T,5,Nefrologia,,Review,"Journal Article, Review",True,False,False,False,False,39,6,592-602,iteration_2_and_3_combined,1,False
31182833,PMC8015945,10.1038/s41569-019-0219-9,HIV infection and coronary heart disease: mechanisms and management.,Hsue PY,Hsue PY; Waters DD,2,Nature reviews. Cardiology,,Review,"Journal Article, Review",True,False,False,False,True,16,12,745-759,iteration_2_and_3_combined,1,False
31183609,PMC6582987,10.1007/s11904-019-00446-5,Confronting Rising STIs in the Era of PrEP and Treatment as Prevention.,Ramchandani MS,Ramchandani MS; Golden MR,2,Current HIV/AIDS reports,,Review,"Journal Article, Review",True,False,False,False,True,16,3,244-256,iteration_2_and_3_combined,1,False
31189580,PMC6663894,10.1128/JCM.00339-19,Francisella tularensis Periprosthetic Joint Infections Diagnosed with Growth in Cultures.,Chrdle A,Chrdle A; Trnka T; Musil D; Fucentese SF; Bode P ... (7 total),7,Journal of clinical microbiology,,Review,"Journal Article, Review",True,False,False,False,False,57,8,,iteration_2_and_3_combined,1,False
31208974,PMC6582453,10.3399/bjgp19X704297,"Clinical gestalt to diagnose pneumonia, sinusitis, and pharyngitis: a meta-analysis.",Dale AP,Dale AP; Marchello C; Ebell MH,3,The British journal of general practice : the journal of the Royal College of General Practitioners,,Meta-Analysis,"Journal Article, Meta-Analysis",False,True,False,False,False,69,684,e444-e453,"iteration_2_and_3_combined, iteration_2_and_3_combined",2,True
31213326,,10.1016/j.rgmx.2019.05.002,The Mexican consensus on non-cardiac chest pain.,Gómez-Escudero O,Gómez-Escudero O; Coss-Adame E; Amieva-Balmori M; Carmona-Sánchez RI; Remes-Troche JM ... (24 total),24,Revista de gastroenterologia de Mexico (English),,Practice Guideline,"Guideline, Journal Article, Review",True,False,True,False,False,84,3,372-397,iteration_2_and_3_combined,1,False
31222768,PMC6885087,10.1002/hep.30826,Exome Sequencing in Clinical Hepatology.,Vilarinho S,Vilarinho S; Mistry PK,2,"Hepatology (Baltimore, Md.)",,Review,"Journal Article, Review",True,False,False,False,True,70,6,2185-2192,iteration_2_and_3_combined,1,False
31222929,,10.1002/ejhf.1494,Heart Failure Association of the European Society of Cardiology practical guidance on the use of natriuretic peptide concentrations.,Mueller C,Mueller C; McDonald K; de Boer RA; Maisel A; Cleland JGF ... (19 total),19,European journal of heart failure,,Review,"Journal Article, Review",True,False,False,False,False,21,6,715-731,iteration_2_and_3_combined,1,False
31235965,,10.18926/AMO/56860,Anti-N-Methyl-D-Aspartate Receptor Encephalitis in Psychiatry.,Sakamoto S,Sakamoto S; Kawai H; Okahisa Y; Tsutsui K; Kanbayashi T ... (9 total),9,Acta medica Okayama,,Review,"Journal Article, Review",True,False,False,False,False,73,3,189-195,iteration_2_and_3_combined,1,False
31236337,PMC6559934,10.21037/tau.2018.10.14,Cytomegalovirus infection in kidney allografts: a review of literature.,Morgantetti GF,Morgantetti GF; Balancin ML; de Medeiros GA; Dantas M; Silva GEB,5,Translational andrology and urology,,Review,"Journal Article, Review",True,False,False,False,True,8,Suppl 2,S192-S197,iteration_1_disease,1,False
31237462,PMC7103721,10.1080/14787210.2019.1635010,Emerging strategies for the noninvasive diagnosis of nosocomial pneumonia.,Liapikou A,Liapikou A; Cillóniz C; Torres A,3,Expert review of anti-infective therapy,,Journal Article,Journal Article,False,False,False,False,False,17,7,523-533,iteration_2_and_3_combined,1,False
31240596,PMC6694338,10.1007/s13311-019-00750-3,Autoimmune Epilepsy.,Husari KS,Husari KS; Dubey D,2,Neurotherapeutics : the journal of the American Society for Experimental NeuroTherapeutics,,Review,"Journal Article, Review",True,False,False,False,False,16,3,685-702,iteration_2_and_3_combined,1,False
31241816,PMC6899706,10.1111/nmo.13607,"Cyclic vomiting syndrome: Pathophysiology, comorbidities, and future research directions.",Hasler WL,Hasler WL; Levinthal DJ; Tarbell SE; Adams KA; Li BUK ... (11 total),11,Neurogastroenterology and motility,,Review,"Journal Article, Review",True,False,False,False,True,31 Suppl 2,Suppl 2,e13607,iteration_2_and_3_combined,1,False
31241819,PMC6899751,10.1111/nmo.13604,Guidelines on management of cyclic vomiting syndrome in adults by the American Neurogastroenterology and Motility Society and the Cyclic Vomiting Syndrome Association.,Venkatesan T,Venkatesan T; Levinthal DJ; Tarbell SE; Jaradeh SS; Hasler WL ... (12 total),12,Neurogastroenterology and motility,,Practice Guideline,"Guideline, Journal Article, Review",True,False,True,False,True,31 Suppl 2,Suppl 2,e13604,"iteration_2_and_3_combined, iteration_2_and_3_combined",2,True
31242834,PMC7040525,10.2174/1573396315666190617151745,Definition of Opportunistic Infections in Immunocompromised Children on the Basis of Etiologies and Clinical Features: A Summary for Practical Purposes.,Riccardi N,Riccardi N; Rotulo GA; Castagnola E,3,Current pediatric reviews,,Review,"Journal Article, Review",True,False,False,False,True,15,4,197-206,iteration_2_and_3_combined,1,False
31246963,PMC6597060,10.1371/journal.pone.0218369,Systematic review of the performance and clinical utility of point of care HIV-1 RNA testing for diagnosis and care.,Agutu CA,Agutu CA; Ngetsa CJ; Price MA; Rinke de Wit TF; Omosa-Manyonyi G ... (7 total),7,PloS one,,Journal Article,Journal Article,False,False,False,False,True,14,6,e0218369,iteration_2_and_3_combined,1,False
31253537,,10.1016/j.alit.2019.05.006,"Eosinophilic pneumonia: A review of the previous literature, causes, diagnosis, and management.",Suzuki Y,Suzuki Y; Suda T,2,Allergology international : official journal of the Japanese Society of Allergology,,Meta-Analysis,"Journal Article, Meta-Analysis, Review",True,True,False,False,False,68,4,413-419,iteration_2_and_3_combined,1,False
31257347,PMC6661964,10.3960/jslrt.18039,A review of EBV-positive mucocutaneous ulcers focusing on clinical and pathological aspects.,Ikeda T,Ikeda T; Gion Y; Yoshino T; Sato Y,4,Journal of clinical and experimental hematopathology : JCEH,,Review,"Journal Article, Review",True,False,False,False,True,59,2,64-71,iteration_2_and_3_combined,1,False
31258424,PMC6584201,10.31486/toj.18.0095,Congenital Cytomegalovirus Infection.,Dietrich ML,Dietrich ML; Schieffelin JS,2,Ochsner journal,,Review,"Journal Article, Review",True,False,False,False,True,19,2,123-130,iteration_1_disease,1,False
31268118,,10.7416/ai.2019.2295,Prevalence of TB/ HIV co-infection in Iran: a systematic review and meta-analysis.,Pourakbari B,Pourakbari B; Mamishi S; Banar M; Keshtkar AA; Mahmoudi S,5,Annali di igiene : medicina preventiva e di comunita,,Meta-Analysis,"Journal Article, Meta-Analysis",False,True,False,False,False,31,4,333-348,"iteration_2_and_3_combined, iteration_2_and_3_combined",2,True
31304845,PMC6713105,10.1080/02813432.2019.1639935,Validity of microscopy for diagnosing urinary tract infection in general practice - a systematic review.,Beyer AK,Beyer AK; Currea GCC; Holm A,3,Scandinavian journal of primary health care,,Journal Article,Journal Article,False,False,False,False,True,37,3,373-379,"iteration_1_disease, iteration_2_and_3_combined",2,True
31306793,,10.1016/j.cmi.2019.06.033,Unconventional diagnostic tests for Lyme borreliosis: a systematic review.,Raffetin A,Raffetin A; Saunier A; Bouiller K; Caraux-Paz P; Eldin C ... (13 total),13,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,,Journal Article,Journal Article,False,False,False,False,False,26,1,51-59,"iteration_1_disease, iteration_2_and_3_combined",2,True
31315774,PMC7389100,10.7499/j.issn.1008-8830.2019.07.018,[Complications of pertussis].,Jia J,Jia J; Yuan L; Gao W; Yao KH,4,Zhongguo dang dai er ke za zhi = Chinese journal of contemporary pediatrics,,Review,"Journal Article, Review",True,False,False,False,True,21,7,713-717,iteration_1_disease,1,False
31316695,PMC6625679,10.5811/westjem.2019.5.42096,Evidence-Informed Practice: Diagnostic Questions in Urinary Tract Infections in the Elderly.,Pescatore R,Pescatore R; Niforatos JD; Rezaie S; Swaminathan A,4,The western journal of emergency medicine,,Review,"Journal Article, Review",True,False,False,False,True,20,4,573-577,iteration_2_and_3_combined,1,False
31330326,,10.1016/j.ijid.2019.07.009,The occurrence of histoplasmosis in Brazil: A systematic review.,Almeida MA,Almeida MA; Almeida-Silva F; Guimarães AJ; Almeida-Paes R; Zancopé-Oliveira RM,5,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,,Journal Article,Journal Article,False,False,False,False,False,86,,147-156,iteration_1_disease,1,False
31337957,PMC6643105,10.7150/ijms.32440,Nocardiosis in Kidney Disease Patients under Immunosuppressive Therapy: Case Report and Literature Review.,Wang T,Wang T; Jia Y; Chu B; Liu H; Dong X ... (6 total),6,International journal of medical sciences,,Review,"Journal Article, Review",True,False,False,False,True,16,6,838-844,iteration_2_and_3_combined,1,False
31364950,PMC6711083,10.1080/22221751.2019.1644539,Mapping histoplasmosis in South East Asia - implications for diagnosis in AIDS.,Baker J,Baker J; Setianingrum F; Wahyuningsih R; Denning DW,4,Emerging microbes & infections,,Journal Article,Journal Article,False,False,False,False,True,8,1,1139-1145,iteration_1_disease,1,False
31365316,PMC6852056,10.1177/0033354919860510,Acceptance of Opt-Out HIV Screening in Outpatient Settings in the United States: A Systematic Review and Meta-Analysis.,Gebrezgi MT,Gebrezgi MT; Mauck DE; Sheehan DM; Fennie KP; Cyrus E ... (7 total),7,"Public health reports (Washington, D.C. : 1974)",,Meta-Analysis,"Journal Article, Meta-Analysis",False,True,False,False,False,134,5,484-492,iteration_2_and_3_combined,1,False
31366689,PMC6760952,10.1128/JCM.00769-19,Clinical Laboratory Tests Used To Aid in Diagnosis of Human Prion Disease.,Connor A,Connor A; Wang H; Appleby BS; Rhoads DD,4,Journal of clinical microbiology,,Review,"Journal Article, Review",True,False,False,False,False,57,10,,iteration_2_and_3_combined,1,False
31368877,PMC7536815,10.2174/1573403X15666190801122105,Combined Brain/Heart Magnetic Resonance Imaging in Systemic Lupus Erythematosus.,Mavrogeni S,Mavrogeni S; Koutsogeorgopoulou L; Dimitroulas T; Markousis-Mavrogenis G; Boki K ... (10 total),10,Current cardiology reviews,,Review,"Journal Article, Review",True,False,False,False,True,16,3,178-186,iteration_2_and_3_combined,1,False
31372297,PMC6626807,10.21037/jtd.2019.06.09,Chinese guidelines for the diagnosis and treatment of hospital-acquired pneumonia and ventilator-associated pneumonia in adults (2018 Edition).,Shi Y,Shi Y; Huang Y; Zhang TT; Cao B; Wang H ... (18 total),18,Journal of thoracic disease,,Review,"Journal Article, Review",True,False,False,False,True,11,6,2581-2616,iteration_1_disease,1,False
31378866,PMC7117082,10.1055/s-0039-1688441,Diagnostic Testing in Central Nervous System Infection.,Kanjilal S,Kanjilal S; Cho TA; Piantadosi A,3,Seminars in neurology,,Review,"Journal Article, Review",True,False,False,False,False,39,3,297-311,iteration_2_and_3_combined,1,False
31385793,,10.3949/ccjm.86a.18120,Infective endocarditis: Beyond the usual tests.,Mgbojikwe N,Mgbojikwe N; Jones SR; Leucker TM; Brotman DJ,4,Cleveland Clinic journal of medicine,,Review,"Journal Article, Review",True,False,False,False,False,86,8,559-567,iteration_2_and_3_combined,1,False
31398981,,,Tularemia - zoonosis carrying a potential risk of bioterrorism.,Prokšová M,Prokšová M; Bavlovič J; Klimentová J; Pejchal J; Stulík J,5,"Epidemiologie, mikrobiologie, imunologie : casopis Spolecnosti pro epidemiologii a mikrobiologii Ceske lekarske spolecnosti J.E. Purkyne",,Review,"Journal Article, Review",True,False,False,False,False,68,2,82-89,iteration_2_and_3_combined,1,False
31401197,PMC6712009,10.1016/j.ebiom.2019.07.056,Diagnosis of tuberculosis through breath test: A systematic review.,Saktiawati AMI,Saktiawati AMI; Putera DD; Setyawan A; Mahendradhata Y; van der Werf TS,5,EBioMedicine,,Meta-Analysis,"Journal Article, Meta-Analysis",False,True,False,False,True,46,,202-214,iteration_2_and_3_combined,1,False
31410983,,10.1111/jth.14578,Diagnosis and management of sepsis-induced coagulopathy and disseminated intravascular coagulation.,Iba T,Iba T; Levy JH; Warkentin TE; Thachil J; van der Poll T ... (7 total),7,Journal of thrombosis and haemostasis : JTH,,Practice Guideline,"Journal Article, Practice Guideline, Review",True,False,True,False,False,17,11,1989-1994,iteration_2_and_3_combined,1,False
31417876,PMC6685405,10.3389/fcimb.2019.00228,Biomarkers in Post-kala-azar Dermal Leishmaniasis.,Zijlstra EE,Zijlstra EE,1,Frontiers in cellular and infection microbiology,,Review,"Journal Article, Review",True,False,False,False,True,9,,228,"iteration_2_and_3_combined, iteration_2_and_3_combined",2,True
31429353,PMC6900575,10.1177/2325958219867315,HIV-Related Cerebral Toxoplasmosis Revisited: Current Concepts and Controversies of an Old Disease.,Vidal JE,Vidal JE,1,Journal of the International Association of Providers of AIDS Care,,Review,"Journal Article, Review",True,False,False,False,True,18,,2325958219867315,"iteration_2_and_3_combined, iteration_2_and_3_combined, iteration_2_and_3_combined, iteration_2_and_3_combined, iteration_2_and_3_combined",5,True
31437421,PMC9432045,10.1016/j.jped.2019.07.003,Risk factors associated with the outcomes of pediatric bacterial meningitis: a systematic review.,Teixeira DC,Teixeira DC; Diniz LMO; Guimarães NS; Moreira HMAS; Teixeira CC ... (6 total),6,Jornal de pediatria,,Journal Article,Journal Article,False,False,False,False,True,96,2,159-167,iteration_1_disease,1,False
31441497,,10.5603/PJNNS.a2019.0032,Acute bacterial meningitis and stroke.,Siegel JL,Siegel JL,1,Neurologia i neurochirurgia polska,,Review,"Journal Article, Review",True,False,False,False,False,53,4,242-250,"iteration_1_disease, iteration_2_and_3_combined, iteration_2_and_3_combined",3,True
31443997,PMC6920048,10.1016/j.kint.2019.05.026,"Acute kidney injury from sepsis: current concepts, epidemiology, pathophysiology, prevention and treatment.",Peerapornratana S,Peerapornratana S; Manrique-Caballero CL; Gómez H; Kellum JA,4,Kidney international,,Review,"Journal Article, Review",True,False,False,False,True,96,5,1083-1099,iteration_2_and_3_combined,1,False
31448083,PMC6676504,10.12688/f1000research.19197.1,Recent advances in understanding dengue.,Halstead S,Halstead S,1,F1000Research,,Review,"Journal Article, Review",True,False,False,False,True,8,,,iteration_2_and_3_combined,1,False
31454101,PMC7004047,10.1111/apa.14988,"Updated Italian recommendations for the diagnosis, treatment and follow-up of the first febrile urinary tract infection in young children.",Ammenti A,Ammenti A; Alberici I; Brugnara M; Chimenz R; Guarino S ... (20 total),20,"Acta paediatrica (Oslo, Norway : 1992)",,Review,"Journal Article, Review",True,False,False,False,True,109,2,236-247,"iteration_1_disease, iteration_2_and_3_combined",2,True
31460834,PMC6823882,10.1089/sur.2019.153,Technological Advances in Clinical Definition and Surveillance Methodology for Surgical Site Infection Incorporating Surgical Site Imaging and Patient-Generated Health Data.,Sawyer RG,Sawyer RG; Evans HL; Hedrick TL,3,Surgical infections,,Journal Article,Journal Article,False,False,False,False,True,20,7,541-545,iteration_1_disease,1,False
31463934,,10.1111/dmcn.14338,Episodic and chronic migraine in children.,Youssef PE,Youssef PE; Mack KJ,2,Developmental medicine and child neurology,,Review,"Journal Article, Review",True,False,False,False,False,62,1,34-41,iteration_2_and_3_combined,1,False
31464115,PMC6715565,10.3348/kjr.2019.0057,A Stepwise Diagnostic Approach to Cystic Lung Diseases for Radiologists.,Lee KC,Lee KC; Kang EY; Yong HS; Kim C; Lee KY ... (7 total),7,Korean journal of radiology,,Review,"Journal Article, Review",True,False,False,False,True,20,9,1368-1380,iteration_2_and_3_combined,1,False
31467131,PMC6821622,10.3324/haematol.2019.223073,Guidelines from the 2017 European Conference on Infections in Leukaemia for management of HHV-6 infection in patients with hematologic malignancies and after hematopoietic stem cell transplantation.,Ward KN,Ward KN; Hill JA; Hubacek P; de la Camara R; Crocchiolo R ... (11 total),11,Haematologica,,Review,"Journal Article, Review",True,False,False,False,True,104,11,2155-2163,iteration_2_and_3_combined,1,False
31468679,PMC6715950,10.1002/jia2.25343,Diagnosing sexually transmitted infections in resource-constrained settings: challenges and ways forward.,Wi TE,Wi TE; Ndowa FJ; Ferreyra C; Kelly-Cirino C; Taylor MM ... (9 total),9,Journal of the International AIDS Society,,Meta-Analysis,"Journal Article, Meta-Analysis",False,True,False,False,True,22 Suppl 6,Suppl Suppl 6,e25343,iteration_2_and_3_combined,1,False
31468692,PMC6715947,10.1002/jia2.25348,"Sexually transmitted hepatitis C virus infections: current trends, and recent advances in understanding the spread in men who have sex with men.",Nijmeijer BM,Nijmeijer BM; Koopsen J; Schinkel J; Prins M; Geijtenbeek TB,5,Journal of the International AIDS Society,,Journal Article,Journal Article,False,False,False,False,True,22 Suppl 6,Suppl Suppl 6,e25348,iteration_2_and_3_combined,1,False
31471406,PMC6755013,10.21873/invivo.11638,Overview and Comparison of Infectious Endocarditis and Non-infectious Endocarditis: A Review of 814 Autoptic Cases.,Bussani R,Bussani R; DE-Giorgio F; Pesel G; Zandonà L; Sinagra G ... (9 total),9,"In vivo (Athens, Greece)",,Review,"Journal Article, Review",True,False,False,False,False,33,5,1565-1572,iteration_2_and_3_combined,1,False
31472768,PMC7126929,10.1016/j.csm.2019.05.001,Acute Illness in the Athlete.,Jaworski CA,Jaworski CA; Rygiel V,2,Clinics in sports medicine,,Review,"Journal Article, Review",True,False,False,False,True,38,4,577-595,"iteration_2_and_3_combined, iteration_2_and_3_combined, iteration_2_and_3_combined",3,True
31474543,PMC7395647,10.1016/j.jaip.2019.06.044,"Update on Atopic Dermatitis: Diagnosis, Severity Assessment, and Treatment Selection.",Fishbein AB,Fishbein AB; Silverberg JI; Wilson EJ; Ong PY,4,The journal of allergy and clinical immunology. In practice,,Review,"Journal Article, Review",True,False,False,False,True,8,1,91-101,iteration_2_and_3_combined,1,False
31475810,PMC6755359,,Stewardship in sepsis.,Del Pozo JL,Del Pozo JL,1,Revista espanola de quimioterapia : publicacion oficial de la Sociedad Espanola de Quimioterapia,,Review,"Journal Article, Review",True,False,False,False,True,32 Suppl 2,Suppl 2,42-46,iteration_2_and_3_combined,1,False
31481441,PMC6811444,10.1128/AAC.01244-19,Therapeutic Challenges of Non-Aspergillus Invasive Mold Infections in Immunosuppressed Patients.,Lamoth F,Lamoth F; Kontoyiannis DP,2,Antimicrobial agents and chemotherapy,,Review,"Journal Article, Review",True,False,False,False,False,63,11,,iteration_2_and_3_combined,1,False
31508205,PMC6720037,10.12688/f1000research.18736.1,Recent advances in the diagnosis and management of sepsis in pregnancy.,Ali A,Ali A; Lamont RF,2,F1000Research,,Review,"Journal Article, Review",True,False,False,False,True,8,,,iteration_2_and_3_combined,1,False
31513761,PMC9431993,10.1016/j.jped.2019.07.006,Viral encephalitis: a practical review on diagnostic approach and treatment.,Costa BKD,Costa BKD; Sato DK,2,Jornal de pediatria,,Review,"Journal Article, Review",True,False,False,False,True,96 Suppl 1,Suppl 1,12-19,"iteration_2_and_3_combined, iteration_2_and_3_combined",2,True
31518547,PMC7094337,10.1016/j.jped.2019.08.003,Community-acquired pneumonia among children: the latest evidence for an updated management.,Nascimento-Carvalho CM,Nascimento-Carvalho CM,1,Jornal de pediatria,,Review,"Journal Article, Review",True,False,False,False,True,96 Suppl 1,Suppl 1,29-38,"iteration_2_and_3_combined, iteration_2_and_3_combined",2,True
31530684,PMC6771343,10.7861/clinmed.2019-0180,"Fever, bacterial zoonoses, and One Health in sub-Saharan Africa.",Carugati M,Carugati M; Kilonzo KG; Crump JA,3,"Clinical medicine (London, England)",,Review,"Journal Article, Review",True,False,False,False,False,19,5,375-380,iteration_2_and_3_combined,1,False
