pmid,pmc_id,title,primary_type,journal,publication_date,doi,has_fulltext,appeared_in_iterations,num_iterations
27136625,,Molluscum contagiosum of the eyelid: case report in a man receiving methotrexate and literature review of molluscum contagiosum in patients who are immunosuppressed secondary to methotrexate or HIV infection.,Review,Dermatology online journal,2016-03-16,,False,iteration_1_disease,1
26956447,PMC4820671,Talaromyces (Penicillium) marneffei infection in non-HIV-infected patients.,Review,Emerging microbes & infections,2016-03-09,10.1038/emi.2016.18,True,iteration_2_and_3_combined,1
29083370,PMC5635769,Clinical Significance of IgG Avidity Testing and Other Considerations in the Diagnosis of Congenital Cytomegalovirus Infection: A Review Update.,Review,"Medical sciences (Basel, Switzerland)",2016-03-08,10.3390/medsci4010005,True,iteration_1_disease,1
26900160,PMC4782273,Inflammatory Bowel Disease.,Meta-Analysis,Deutsches Arzteblatt international,2016-02-05,10.3238/arztebl.2016.0072,False,iteration_2_and_3_combined,1
26822980,PMC4731902,Lomentospora prolificans endocarditis--case report and literature review.,Review,BMC infectious diseases,2016-01-29,10.1186/s12879-016-1372-y,True,iteration_2_and_3_combined,1
26813568,PMC4728795,Increased mortality attributed to Chagas disease: a systematic review and meta-analysis.,Meta-Analysis,Parasites & vectors,2016-01-27,10.1186/s13071-016-1315-x,True,iteration_2_and_3_combined,1
26926407,,Acute Bacterial Prostatitis: Diagnosis and Management.,Review,American family physician,2016-01-15,,False,iteration_2_and_3_combined,1
26354968,PMC4723665,Viral Hemorrhagic Fever Diagnostics.,Review,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2016-01-15,10.1093/cid/civ792,False,iteration_2_and_3_combined,1
27188830,PMC5810582,Acute rheumatic fever and rheumatic heart disease.,Review,Nature reviews. Disease primers,2016-01-14,10.1038/nrdp.2015.84,True,iteration_2_and_3_combined,1
26931526,PMC4746407,"The Presentation, Diagnosis, and Treatment of Sexually Transmitted Infections.",Meta-Analysis,Deutsches Arzteblatt international,2016-01-11,10.3238/arztebl.2016.0011,False,iteration_2_and_3_combined,1
26716951,PMC6483812,Galactomannan detection for invasive aspergillosis in immunocompromised patients.,Meta-Analysis,The Cochrane database of systematic reviews,2015-12-30,10.1002/14651858.CD007394.pub2,False,iteration_2_and_3_combined,1
26458808,,Recent advances in dengue pathogenesis and clinical management.,Review,Vaccine,2015-12-10,10.1016/j.vaccine.2015.09.103,False,iteration_2_and_3_combined,1
26690230,PMC4693228,"Application of Oral Fluid Assays in Support of Mumps, Rubella and Varicella Control Programs.",Review,Vaccines,2015-12-09,10.3390/vaccines3040988,True,iteration_1_disease,1
26754121,PMC4711296,"Urosepsis--Etiology, Diagnosis, and Treatment.",Review,Deutsches Arzteblatt international,2015-12-04,10.3238/arztebl.2015.0837,False,iteration_2_and_3_combined,1
26633769,PMC4778960,Systematic review and meta-analysis of community and facility-based HIV testing to address linkage to care gaps in sub-Saharan Africa.,Meta-Analysis,Nature,2015-12-03,10.1038/nature16044,True,iteration_2_and_3_combined,1
26613722,PMC4661992,Guillain-Barre syndrome following dengue fever and literature review.,Review,BMC research notes,2015-11-27,10.1186/s13104-015-1672-0,True,iteration_1_disease,1
26576098,PMC4641131,Is liver biopsy still needed in children with chronic viral hepatitis?,Review,World journal of gastroenterology,2015-11-14,10.3748/wjg.v21.i42.12141,True,iteration_1_disease,1
26552851,PMC4644015,Polyradiculopathy and Gastroparesis due to Cytomegalovirus Infection in AIDS: A Case Report and Review of Literature.,Review,The American journal of case reports,2015-11-10,10.12659/ajcr.894512,True,iteration_1_disease,1
26449942,PMC4675618,"Clinical and Microbiological Features of Salmonella Meningitis in a South African Population, 2003-2013.",Review,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2015-11-01,10.1093/cid/civ685,False,iteration_2_and_3_combined,1
26492265,PMC4632385,Diagnosis of Dengue Infection Using Conventional and Biosensor Based Techniques.,Review,Viruses,2015-10-19,10.3390/v7102877,True,iteration_2_and_3_combined,1
26296499,,"Rift Valley fever virus: A review of diagnosis and vaccination, and implications for emergence in Europe.",Review,Vaccine,2015-10-13,10.1016/j.vaccine.2015.08.020,False,iteration_2_and_3_combined,1
26424726,,Polymerase chain reaction blood tests for the diagnosis of invasive aspergillosis in immunocompromised people.,Meta-Analysis,The Cochrane database of systematic reviews,2015-10-01,10.1002/14651858.CD009551.pub3,False,iteration_2_and_3_combined,1
26428643,,Sexual activity and the risk of prostate cancer: Review article.,Review,"Archivio italiano di urologia, andrologia : organo ufficiale [di] Societa italiana di ecografia urologica e nefrologica",2015-09-30,10.4081/aiua.2015.3.214,False,iteration_2_and_3_combined,1
26393648,PMC4586575,Lactose Intolerance in Adults: Biological Mechanism and Dietary Management.,Review,Nutrients,2015-09-18,10.3390/nu7095380,True,iteration_2_and_3_combined,1
26342350,PMC4565033,Varicella Zoster Aseptic Meningitis: Report of an Atypical Case and Literature Review.,Review,The American journal of case reports,2015-09-04,10.12659/AJCR.894045,True,iteration_1_disease,1
26284722,PMC4646706,Septic Shock: Advances in Diagnosis and Treatment.,Review,JAMA,2015-08-18,10.1001/jama.2015.7885,True,iteration_2_and_3_combined,1
26242743,PMC4526175,Clinical review: intensive care unit acquired weakness.,Review,"Critical care (London, England)",2015-08-05,10.1186/s13054-015-0993-7,True,iteration_2_and_3_combined,1
26148872,PMC4494779,Kingella kingae infections in children.,Review,BMC infectious diseases,2015-07-07,10.1186/s12879-015-0986-9,True,iteration_2_and_3_combined,1
27188665,PMC5381807,Varicella zoster virus infection.,Review,Nature reviews. Disease primers,2015-07-02,10.1038/nrdp.2015.16,True,"iteration_1_disease, iteration_2_and_3_combined",2
27482405,PMC4946731,Host factors and early treatments to restrict paediatric HIV infection and early disease progression.,Review,Journal of virus eradication,2015-07-01,10.1016/S2055-6640(20)30509-4,True,iteration_1_disease,1
26131945,,Recognition and Differential Diagnosis of Psychosis in Primary Care.,Review,American family physician,2015-06-15,,False,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
26054858,PMC4632867,Diagnosis and Management of Latent Tuberculosis Infection.,Review,Cold Spring Harbor perspectives in medicine,2015-06-08,10.1101/cshperspect.a017830,False,iteration_2_and_3_combined,1
26074688,PMC4458760,Nocardia infections among immunomodulated inflammatory bowel disease patients: A review.,Review,World journal of gastroenterology,2015-06-07,10.3748/wjg.v21.i21.6491,False,iteration_2_and_3_combined,1
26044059,PMC4456852,Migraine headache in children.,Journal Article,BMJ clinical evidence,2015-06-05,,False,iteration_2_and_3_combined,1
26042815,PMC5885289,"Sexually transmitted diseases treatment guidelines, 2015.",Practice Guideline,MMWR. Recommendations and reports : Morbidity and mortality weekly report. Recommendations and reports,2015-06-05,,True,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
25884860,,Diagnosis of acute stroke.,Review,American family physician,2015-04-15,,False,iteration_2_and_3_combined,1
25889596,PMC4408583,Dried blood spots PCR assays to screen congenital cytomegalovirus infection: a meta-analysis.,Meta-Analysis,Virology journal,2015-04-14,10.1186/s12985-015-0281-9,True,iteration_1_disease,1
25636338,,The biology and treatment of plasmablastic lymphoma.,Review,Blood,2015-04-09,10.1182/blood-2014-10-567479,False,iteration_2_and_3_combined,1
25888964,PMC4384383,Herpes simplex virus encephalitis in pregnancy - a case report and review of reported patients in the literature.,Review,BMC research notes,2015-04-01,10.1186/s13104-015-1071-6,True,iteration_1_disease,1
25806872,PMC4435123,The application of biomedical engineering techniques to the diagnosis and management of tropical diseases: a review.,Review,"Sensors (Basel, Switzerland)",2015-03-23,10.3390/s150306947,True,iteration_2_and_3_combined,1
25838022,PMC4395762,"Lyme carditis--diagnosis, treatment and prognosis.",Review,Deutsches Arzteblatt international,2015-03-20,10.3238/arztebl.2015.0202,False,iteration_2_and_3_combined,1
25786842,,[Urinary tract infection in elderly residents of long-term care facilities].,Review,Ugeskrift for laeger,2015-03-16,,False,iteration_1_disease,1
25822554,,Diagnosis and management of kawasaki disease.,Review,American family physician,2015-03-15,,False,iteration_2_and_3_combined,1
25822555,,Common questions about infectious mononucleosis.,Review,American family physician,2015-03-15,,False,iteration_1_disease,1
25822556,,Diagnosis and treatment of temporomandibular disorders.,Review,American family physician,2015-03-15,,False,iteration_2_and_3_combined,1
25874378,PMC4358699,The hyperornithinemia-hyperammonemia-homocitrullinuria syndrome.,Journal Article,Orphanet journal of rare diseases,2015-03-11,10.1186/s13023-015-0242-9,True,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
25858312,PMC4349748,Neuropsychiatric lupus: a mosaic of clinical presentations.,Review,BMC medicine,2015-03-04,10.1186/s12916-015-0269-8,True,iteration_2_and_3_combined,1
25780980,,Disseminated varicella-zoster virus in an immunocompetent adult.,Review,Dermatology online journal,2015-02-22,,False,iteration_1_disease,1
25780979,,Histiocytoid giant cellulitis-like Sweet's syndrome: case report and review of the literature.,Review,Dermatology online journal,2015-01-25,,False,iteration_1_disease,1
25797422,PMC4335489,Smoking-related interstitial lung disease.,Review,Deutsches Arzteblatt international,2015-01-23,10.3238/arztebl.2015.0043,False,iteration_2_and_3_combined,1
25605754,PMC4448708,Imaging in tuberculosis.,Review,Cold Spring Harbor perspectives in medicine,2015-01-20,10.1101/cshperspect.a017814,False,iteration_2_and_3_combined,1
25586209,PMC4300153,Cellulose degradation: a therapeutic strategy in the improved treatment of Acanthamoeba infections.,Review,Parasites & vectors,2015-01-14,10.1186/s13071-015-0642-7,True,iteration_1_disease,1
25548480,PMC4273132,Enterolithiasis.,Review,World journal of gastroenterology,2014-12-21,10.3748/wjg.v20.i47.17819,False,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
25487870,PMC4265405,IgG4-related disease of the paratestis in a patient with Wells syndrome: a case report.,Review,Diagnostic pathology,2014-12-09,10.1186/s13000-014-0225-5,True,iteration_1_disease,1
25486908,PMC4364574,Severe vivax malaria: a systematic review and meta-analysis of clinical studies since 1900.,Meta-Analysis,Malaria journal,2014-12-08,10.1186/1475-2875-13-481,True,iteration_2_and_3_combined,1
25430913,PMC4247221,Use of rapid diagnostic techniques in ICU patients with infections.,Review,BMC infectious diseases,2014-11-28,10.1186/s12879-014-0593-1,True,iteration_2_and_3_combined,1
25407883,PMC4241224,Tuberculosis care for pregnant women: a systematic review.,Journal Article,BMC infectious diseases,2014-11-19,10.1186/s12879-014-0617-x,True,iteration_2_and_3_combined,1
25377144,PMC4315914,Aspergillus fumigatus and related species.,Review,Cold Spring Harbor perspectives in medicine,2014-11-06,10.1101/cshperspect.a019786,False,iteration_2_and_3_combined,1
25354013,PMC11064766,Quantitative versus qualitative cultures of respiratory secretions for clinical outcomes in patients with ventilator-associated pneumonia.,Meta-Analysis,The Cochrane database of systematic reviews,2014-10-30,10.1002/14651858.CD006482.pub4,True,iteration_1_disease,1
25404529,PMC4238315,Clostridium difficile infection: guideline-based diagnosis and treatment.,Review,Deutsches Arzteblatt international,2014-10-24,10.3238/arztebl.2014.0723,True,iteration_1_disease,1
25268440,PMC4263314,Clinical management of Staphylococcus aureus bacteremia: a review.,Review,JAMA,2014-10-01,10.1001/jama.2014.9743,True,iteration_2_and_3_combined,1
25208720,PMC4169802,Two cases and a review of Streptococcus pyogenes endocarditis in children.,Review,BMC pediatrics,2014-09-10,10.1186/1471-2431-14-227,True,iteration_2_and_3_combined,1
25206277,PMC4155363,Impact of Clostridium difficile infection on inflammatory bowel disease outcome: a review.,Review,World journal of gastroenterology,2014-09-07,10.3748/wjg.v20.i33.11736,True,iteration_1_disease,1
25259615,PMC4154521,Predicting outcome from dengue.,Review,BMC medicine,2014-09-04,10.1186/s12916-014-0147-9,True,iteration_2_and_3_combined,1
25178359,PMC4154519,Gestational pemphigoid.,Review,Orphanet journal of rare diseases,2014-09-02,10.1186/s13023-014-0136-2,True,iteration_2_and_3_combined,1
25152586,PMC4138463,Black hairy tongue syndrome.,Review,World journal of gastroenterology,2014-08-21,10.3748/wjg.v20.i31.10845,False,iteration_2_and_3_combined,1
25051184,PMC4106232,Tonsillitis.,Journal Article,BMJ clinical evidence,2014-07-22,,False,iteration_2_and_3_combined,1
25037105,PMC4143109,Tuberculosis in children.,Review,Cold Spring Harbor perspectives in medicine,2014-07-18,10.1101/cshperspect.a017855,False,iteration_2_and_3_combined,1
25017594,,"Painful bladder syndrome/interstitial cystitis: aetiology, evaluation and management.",Review,"Archivio italiano di urologia, andrologia : organo ufficiale [di] Societa italiana di ecografia urologica e nefrologica",2014-06-30,10.4081/aiua.2014.2.126,False,iteration_2_and_3_combined,1
24976698,PMC4069289,Breath tests and irritable bowel syndrome.,Review,World journal of gastroenterology,2014-06-28,10.3748/wjg.v20.i24.7587,False,iteration_2_and_3_combined,1
25018848,PMC4081612,Management of cytomegalovirus infection and disease in liver transplant recipients.,Review,World journal of hepatology,2014-06-27,10.4254/wjh.v6.i6.370,True,iteration_1_disease,1
24944467,PMC4051916,"Irritable bowel syndrome: pathogenesis, diagnosis, treatment, and evidence-based medicine.",Review,World journal of gastroenterology,2014-06-14,10.3748/wjg.v20.i22.6759,False,iteration_2_and_3_combined,1
25077394,,Salivary gland disorders.,Review,American family physician,2014-06-01,,False,iteration_1_disease,1
24980565,PMC4078228,Ductal pancreatic adenocarcinoma.,Practice Guideline,Deutsches Arzteblatt international,2014-05-30,10.3238/arztebl.2014.0396,False,iteration_2_and_3_combined,1
24667807,PMC4063810,Streptococcus suis infection: an emerging/reemerging challenge of bacterial infectious diseases?,Review,Virulence,2014-05-15,10.4161/viru.28595,True,iteration_2_and_3_combined,1
24864110,,IgE antibodies in toxoplasmosis.,Review,Postepy higieny i medycyny doswiadczalnej (Online),2014-05-15,10.5604/17322693.1102581,False,iteration_2_and_3_combined,1
24885431,PMC4032358,Diagnosis of genital herpes simplex virus infection in the clinical laboratory.,Review,Virology journal,2014-05-12,10.1186/1743-422X-11-83,True,iteration_1_disease,1
24784335,,Evaluation of scrotal masses.,Review,American family physician,2014-05-01,,False,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
24789153,PMC4025248,Necrotising fasciitis due to an infected sebaceous cyst.,Review,BMJ case reports,2014-04-30,10.1136/bcr-2013-201905,True,iteration_1_disease,1
24740584,PMC4468923,Rapid diagnostic tests versus clinical diagnosis for managing people with fever in malaria endemic settings.,Meta-Analysis,The Cochrane database of systematic reviews,2014-04-17,10.1002/14651858.CD008998.pub2,True,iteration_2_and_3_combined,1
24692193,PMC3968782,Fungal diagnostics.,Review,Cold Spring Harbor perspectives in medicine,2014-04-01,10.1101/cshperspect.a019299,False,iteration_2_and_3_combined,1
24652684,,"Human hantavirus infections: epidemiology, clinical features, pathogenesis and immunology.",Review,Swiss medical weekly,2014-03-20,10.4414/smw.2014.13937,False,iteration_2_and_3_combined,1
24570248,PMC4194886,Urinary tract infections in older women: a clinical review.,Review,JAMA,2014-02-26,10.1001/jama.2014.303,True,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
24559849,PMC3931440,Gonorrhoea.,Journal Article,BMJ clinical evidence,2014-02-21,,False,iteration_2_and_3_combined,1
24695446,,What is new in HIV infection?,Review,American family physician,2014-02-15,,False,iteration_1_disease,1
24729930,PMC3951810,Clinical update for the diagnosis and treatment of Clostridium difficile infection.,Review,World journal of gastrointestinal pharmacology and therapeutics,2014-02-06,10.4292/wjgpt.v5.i1.1,True,iteration_1_disease,1
24445340,PMC6271196,"Invasive fungal infections in the ICU: how to approach, how to treat.",Review,"Molecules (Basel, Switzerland)",2014-01-17,10.3390/molecules19011085,True,iteration_2_and_3_combined,1
24405901,PMC3892063,Methicillin-resistant Staphylococcus aureus enterocolitis sequentially complicated with septic arthritis: a case report and review of the literature.,Review,BMC research notes,2014-01-09,10.1186/1756-0500-7-21,True,iteration_1_disease,1
24157707,PMC3916370,Invasive candidiasis as a cause of sepsis in the critically ill patient.,Review,Virulence,2014-01-01,10.4161/viru.26187,True,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
24364548,,"Testicular torsion: diagnosis, evaluation, and management.",Review,American family physician,2013-12-15,,False,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
24325793,PMC4029383,Rhinocerebral zygomycosis with pansinusitis in a 14-year-old girl with type 1 diabetes: a case report and review of the literature.,Review,Italian journal of pediatrics,2013-12-10,10.1186/1824-7288-39-77,True,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
24086067,PMC3784816,Opportunistic infections--coming to the limits of immunosuppression?,Review,Cold Spring Harbor perspectives in medicine,2013-10-01,10.1101/cshperspect.a015669,False,iteration_2_and_3_combined,1
24134083,,Otitis media: diagnosis and treatment.,Review,American family physician,2013-10-01,,False,iteration_2_and_3_combined,1
24032382,PMC5803655,An official American Thoracic Society/European Respiratory Society statement: Update of the international multidisciplinary classification of the idiopathic interstitial pneumonias.,Practice Guideline,American journal of respiratory and critical care medicine,2013-09-15,10.1164/rccm.201308-1483ST,False,iteration_2_and_3_combined,1
24010395,,Pituitary adenomas: an overview.,Review,American family physician,2013-09-01,,False,iteration_2_and_3_combined,1
24171874,PMC4776870,Subdural empyema in children.,Review,Global journal of health science,2013-08-14,10.5539/gjhs.v5n6p54,True,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
23860989,PMC4563989,West Nile virus: review of the literature.,Review,JAMA,2013-07-17,10.1001/jama.2013.8042,True,"iteration_2_and_3_combined, iteration_2_and_3_combined, iteration_2_and_3_combined",3
23733381,PMC7044720,Antibiotics for the common cold and acute purulent rhinitis.,Meta-Analysis,The Cochrane database of systematic reviews,2013-06-04,10.1002/14651858.CD000247.pub3,False,iteration_2_and_3_combined,1
23939448,,Ulcerative colitis.,Review,American family physician,2013-05-15,,False,iteration_2_and_3_combined,1
23668524,,Diagnosis and management of acute diverticulitis.,Review,American family physician,2013-05-01,,False,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
23617899,PMC3640964,Distribution of tick-borne diseases in China.,Review,Parasites & vectors,2013-04-23,10.1186/1756-3305-6-119,True,iteration_2_and_3_combined,1
23568998,PMC3662270,PML diagnostic criteria: consensus statement from the AAN Neuroinfectious Disease Section.,Review,Neurology,2013-04-09,10.1212/WNL.0b013e31828c2fa1,False,iteration_2_and_3_combined,1
23535757,,"Diagnosis and management of Q fever--United States, 2013: recommendations from CDC and the Q Fever Working Group.",Practice Guideline,MMWR. Recommendations and reports : Morbidity and mortality weekly report. Recommendations and reports,2013-03-29,,False,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
23543530,PMC6418472,Megestrol acetate for treatment of anorexia-cachexia syndrome.,Meta-Analysis,The Cochrane database of systematic reviews,2013-03-28,10.1002/14651858.CD004310.pub3,False,iteration_2_and_3_combined,1
23302790,PMC3654609,Hypervirulent (hypermucoviscous) Klebsiella pneumoniae: a new and dangerous breed.,Review,Virulence,2013-02-15,10.4161/viru.22718,True,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
23347408,PMC3579720,Persistent digestive disorders in the tropics: causative infectious pathogens and reference diagnostic tests.,Review,BMC infectious diseases,2013-01-24,10.1186/1471-2334-13-37,True,iteration_2_and_3_combined,1
23302111,PMC3560276,Syndromic diarrhea/Tricho-hepato-enteric syndrome.,Review,Orphanet journal of rare diseases,2013-01-09,10.1186/1750-1172-8-5,True,iteration_2_and_3_combined,1
22948267,PMC3741537,Missed opportunities to prevent mother-to-child-transmission: systematic review and meta-analysis.,Meta-Analysis,"AIDS (London, England)",2012-11-28,10.1097/QAD.0b013e328359ab0c,True,iteration_2_and_3_combined,1
23180940,PMC3501768,Microscopic colitis.,Review,World journal of gastroenterology,2012-11-21,10.3748/wjg.v18.i43.6206,False,iteration_2_and_3_combined,1
22965026,PMC7108032,Clinical practice guideline for the diagnosis and management of group A streptococcal pharyngitis: 2012 update by the Infectious Diseases Society of America.,Practice Guideline,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2012-11-15,10.1093/cid/cis629,False,iteration_2_and_3_combined,1
22695302,PMC3819503,Reducing deaths from tuberculosis in antiretroviral treatment programmes in sub-Saharan Africa.,Review,"AIDS (London, England)",2012-11-13,10.1097/QAD.0b013e3283565dd1,True,iteration_2_and_3_combined,1
22612050,,Infectious endocarditis: diagnosis and treatment.,Review,American family physician,2012-05-15,,False,iteration_2_and_3_combined,1
22509076,PMC3319940,Hepatic echinococcosis: clinical and therapeutic aspects.,Review,World journal of gastroenterology,2012-04-07,10.3748/wjg.v18.i13.1448,False,iteration_2_and_3_combined,1
22305226,,Hereditary angio-oedema.,Review,"Lancet (London, England)",2012-02-04,10.1016/S0140-6736(11)60935-5,False,iteration_2_and_3_combined,1
22057702,PMC3258273,Clinical features and epidemiology of melioidosis pneumonia: results from a 21-year study and review of the literature.,Review,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2012-02-01,10.1093/cid/cir808,False,iteration_2_and_3_combined,1
22150658,,Diagnosis and management of rheumatoid arthritis.,Review,American family physician,2011-12-01,,False,iteration_2_and_3_combined,1
21912406,PMC3350327,Diagnosis and treatment of neurocysticercosis.,Review,Nature reviews. Neurology,2011-09-13,10.1038/nrneurol.2011.135,True,iteration_2_and_3_combined,1
21881144,PMC9584108,Pulmonary aspergillosis: a clinical review.,Review,European respiratory review : an official journal of the European Respiratory Society,2011-09-01,10.1183/09059180.00001011,False,iteration_2_and_3_combined,1
21864327,PMC3174123,Toxoplasma gondii infection in humans in China.,Review,Parasites & vectors,2011-08-24,10.1186/1756-3305-4-165,True,iteration_2_and_3_combined,1
21486728,PMC3352070,"Prophylaxis and treatment of invasive aspergillosis with voriconazole, posaconazole and caspofungin: review of the literature.",Review,European journal of medical research,2011-04-28,10.1186/2047-783x-16-4-145,True,iteration_2_and_3_combined,1
21177884,PMC3086746,Novel developments in the epidemic of human immunodeficiency virus and tuberculosis coinfection.,Review,American journal of respiratory and critical care medicine,2011-04-15,10.1164/rccm.201008-1246CI,False,iteration_2_and_3_combined,1
21442146,PMC5720057,Plasmablastic lymphoma: a systematic review.,Journal Article,TheScientificWorldJournal,2011-03-22,10.1100/tsw.2011.59,True,iteration_2_and_3_combined,1
21401969,PMC3275146,Gonorrhoea.,Journal Article,BMJ clinical evidence,2011-03-14,,False,iteration_2_and_3_combined,1
21322515,,Diagnosis and treatment of urinary tract infections in children.,Review,American family physician,2011-02-15,,False,iteration_2_and_3_combined,1
21243991,,Evaluation and management of intestinal obstruction.,Review,American family physician,2011-01-15,,False,iteration_2_and_3_combined,1
21243990,,Cat-scratch Disease.,Review,American family physician,2011-01-15,,False,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
20525256,PMC2902432,Niemann-Pick disease type C.,Review,Orphanet journal of rare diseases,2010-06-03,10.1186/1750-1172-5-16,True,iteration_2_and_3_combined,1
20047480,PMC5826644,Clinical practice guidelines for the management of cryptococcal disease: 2010 update by the infectious diseases society of america.,Practice Guideline,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2010-02-01,10.1086/649858,True,iteration_2_and_3_combined,1
20113479,PMC2826297,Rothmund-Thomson syndrome.,Review,Orphanet journal of rare diseases,2010-01-29,10.1186/1750-1172-5-2,True,iteration_2_and_3_combined,1
19828265,PMC9628791,Zoonotic poxviruses.,Review,Veterinary microbiology,2010-01-27,10.1016/j.vetmic.2009.08.026,True,iteration_2_and_3_combined,1
21718574,PMC2907808,Tonsillitis.,Journal Article,BMJ clinical evidence,2009-10-26,,False,"iteration_2_and_3_combined, iteration_2_and_3_combined, iteration_2_and_3_combined",3
19687044,PMC2865092,Zoonotic helminth infections with particular emphasis on fasciolosis and other trematodiases.,Review,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",2009-09-27,10.1098/rstb.2009.0089,False,iteration_2_and_3_combined,1
19730409,PMC2821196,"Guidelines for the Prevention and Treatment of Opportunistic Infections among HIV-exposed and HIV-infected children: recommendations from CDC, the National Institutes of Health, the HIV Medicine Association of the Infectious Diseases Society of America, the Pediatric Infectious Diseases Society, and the American Academy of Pediatrics.",Practice Guideline,MMWR. Recommendations and reports : Morbidity and mortality weekly report. Recommendations and reports,2009-09-04,,True,iteration_2_and_3_combined,1
19591690,PMC2716300,Patent arterial duct.,Review,Orphanet journal of rare diseases,2009-07-10,10.1186/1750-1172-4-17,True,iteration_2_and_3_combined,1
19621844,PMC2722757,Acute stroke diagnosis.,Review,American family physician,2009-07-01,,True,iteration_2_and_3_combined,1
21733200,PMC2907794,Partner notification.,Journal Article,BMJ clinical evidence,2009-05-20,,False,iteration_2_and_3_combined,1
19357635,,"Guidelines for prevention and treatment of opportunistic infections in HIV-infected adults and adolescents: recommendations from CDC, the National Institutes of Health, and the HIV Medicine Association of the Infectious Diseases Society of America.",Practice Guideline,MMWR. Recommendations and reports : Morbidity and mortality weekly report. Recommendations and reports,2009-04-10,,False,"iteration_2_and_3_combined, iteration_2_and_3_combined, iteration_2_and_3_combined, iteration_2_and_3_combined, iteration_2_and_3_combined",5
19266596,PMC2655189,Role of upper endoscopy in diagnosing opportunistic infections in human immunodeficiency virus-infected patients.,Review,World journal of gastroenterology,2009-03-07,10.3748/wjg.15.1050,False,iteration_2_and_3_combined,1
19222355,,Leptospirosis.,Review,Journal of the American Veterinary Medical Association,2009-02-15,10.2460/javma.234.4.472,False,iteration_2_and_3_combined,1
18819238,,Management of mastitis in breastfeeding women.,Review,American family physician,2008-09-15,,False,iteration_2_and_3_combined,1
19445740,PMC2907940,HIV infection.,Journal Article,BMJ clinical evidence,2008-07-31,,False,"iteration_2_and_3_combined, iteration_2_and_3_combined, iteration_2_and_3_combined",3
18667063,PMC2518128,Gitelman syndrome.,Review,Orphanet journal of rare diseases,2008-07-30,10.1186/1750-1172-3-22,True,iteration_2_and_3_combined,1
18650914,,Cancer-related inflammation.,Review,Nature,2008-07-24,10.1038/nature07205,False,iteration_2_and_3_combined,1
18651939,PMC2517059,Cluster headache.,Review,Orphanet journal of rare diseases,2008-07-23,10.1186/1750-1172-3-20,True,iteration_2_and_3_combined,1
18609677,PMC2725332,IgG4-related sclerosing disease.,Review,World journal of gastroenterology,2008-07-07,10.3748/wjg.14.3948,False,iteration_2_and_3_combined,1
18366757,PMC2330030,Idiopathic pulmonary fibrosis.,Review,Orphanet journal of rare diseases,2008-03-26,10.1186/1750-1172-3-8,True,iteration_2_and_3_combined,1
18350762,,Urinary retention in adults: diagnosis and initial management.,Review,American family physician,2008-03-01,,False,iteration_2_and_3_combined,1
18194573,PMC2265684,A systematic review of delay in the diagnosis and treatment of tuberculosis.,Journal Article,BMC public health,2008-01-14,10.1186/1471-2458-8-15,True,iteration_2_and_3_combined,1
17767107,,Cerebrospinal fluid rhinorrhoea: diagnosis and management.,Review,"Medicina oral, patologia oral y cirugia bucal",2007-09-01,,False,iteration_2_and_3_combined,1
17655751,PMC1963326,Sweet's syndrome--a comprehensive review of an acute febrile neutrophilic dermatosis.,Review,Orphanet journal of rare diseases,2007-07-26,10.1186/1750-1172-2-34,True,iteration_2_and_3_combined,1
17636667,PMC10734368,WITHDRAWN: Cytomegalovirus prophylaxis with antiviral agents for solid organ transplantation.,Journal Article,The Cochrane database of systematic reviews,2007-07-18,10.1002/14651858.CD001320.pub2,False,iteration_2_and_3_combined,1
17204147,PMC1774562,Hereditary chronic pancreatitis.,Review,Orphanet journal of rare diseases,2007-01-04,10.1186/1750-1172-2-1,True,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
17184545,PMC1764722,Coronary arterial fistulas.,Review,Orphanet journal of rare diseases,2006-12-21,10.1186/1750-1172-1-51,True,iteration_2_and_3_combined,1
16722618,PMC1481509,Kikuchi-Fujimoto disease.,Review,Orphanet journal of rare diseases,2006-05-23,10.1186/1750-1172-1-18,True,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
16623208,,Diagnostic approach to pleural effusion in adults.,Review,American family physician,2006-04-01,,False,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
